,attributes.Good For.latenight,attributes.Outdoor Seating,attributes.Alcohol,attributes.Parking.lot,business_id,attributes.Good For.brunch,categories,attributes.Waiter Service,name,attributes.Parking.street,attributes.Price Range,attributes.Good For.breakfast,attributes.Parking.garage,review_count,state,attributes.Accepts Credit Cards,attributes.Good For.lunch,attributes.Parking.valet,attributes.Take-out,full_address,attributes.Good For.dessert,attributes.Takes Reservations,attributes.Delivery,open,city,stars,type,latitude,attributes.Good For.dinner,longitude,attributes.Good for Kids,attributes.Parking.validated,attributes.Attire,attributes.Good For Groups,neighborhoods
695,False,True,full_bar,True,1AMncE6Lxdr6J9PeqZi4nA,False,"['Steakhouses', 'Barbeque', 'Restaurants']",True,Bill Johnson's Big Apple Restaurants,False,2.0,True,False,97,AZ,True,True,False,True,"3757 E Van Buren St
Phoenix, AZ 85008",False,True,True,False,Phoenix,3.0,business,33.4506964,True,-112.0000523,True,False,casual,True,[]
696,False,False,full_bar,False,HRTg-u2fBf_XzBSUgd6sqQ,False,"['Mexican', 'Restaurants']",,Mariscos Ensenada,False,1.0,False,False,6,AZ,True,False,False,True,"4130 N 27th Ave
Phoenix, AZ 85017",False,True,False,True,Phoenix,4.0,business,33.4958611,False,-112.1174987,True,False,casual,True,[]
697,False,False,none,True,pfTvVee_dAieMqoeomVtTg,True,"['Burgers', 'Restaurants']",False,Tonys Original Burger Factory,False,1.0,True,False,9,AZ,True,True,False,True,"3423 W Thomas Rd
Phoenix, AZ 85017",False,False,False,False,Phoenix,3.0,business,33.480085,True,-112.13332,True,False,casual,True,[]
698,False,False,none,False,ai4e0PDmLLrlieV1oeo3XA,False,"['Chinese', 'Restaurants']",True,Shanghai Express,False,1.0,False,False,13,AZ,True,True,False,True,"3302 W Thomas Rd
Phoenix, AZ 85017",False,False,True,True,Phoenix,4.0,business,33.4809299,True,-112.1305993,True,False,casual,True,[]
699,False,False,full_bar,False,eI7bKGWMMdOFf3Nxo6Q4jw,False,"['Mexican', 'Restaurants']",True,Mariscos Mi Lindo Mazatlan,False,2.0,False,False,8,AZ,True,False,False,True,"3416 W Thomas Rd
Phoenix, AZ 85017",False,False,False,True,Phoenix,2.5,business,33.480835,False,-112.133317,True,False,casual,True,[]
700,False,True,none,,1iJA5fYMDLjCE8PBrt4kMg,False,"['Cafes', 'Restaurants']",,Lunch Time Cafe,,1.0,False,,15,AZ,True,False,,True,"3330 N 35th Ave
Phoenix, AZ 85017",False,False,False,True,Phoenix,4.5,business,33.485845,False,-112.134374,True,,casual,True,[]
701,False,False,beer_and_wine,True,wAs-stW0HP6OXVXdpawnBQ,False,"['Vietnamese', 'Restaurants']",True,Dong-A,False,1.0,False,False,17,AZ,True,True,False,True,"4808 N 35th Ave
Phoenix, AZ 85017",False,False,False,True,Phoenix,3.5,business,33.5081911,False,-112.134648,True,False,casual,True,[]
702,False,False,none,False,hMd49yw32d7I0Kk1ZIOeXg,False,"['American (Traditional)', 'Restaurants']",False,Arby's,False,1.0,False,False,5,AZ,True,False,False,True,"6850 N 35th Ave
Phoenix, AZ 85017",False,False,False,True,Phoenix,4.0,business,33.537836,False,-112.134813,True,False,casual,True,[]
703,False,False,full_bar,True,0db71MbrvcJnyk71COCJBg,False,"['Cantonese', 'Dim Sum', 'Chinese', 'Restaurants']",True,Great Wall Cuisine,False,2.0,False,False,268,AZ,True,True,False,True,"5057 N 35th Ave
Phoenix, AZ 85017",False,False,False,True,Phoenix,3.5,business,33.5108725,False,-112.1341823,True,False,casual,True,[]
704,,,,False,xEwujSrjqGK_dWJ28YSQiQ,,"['Mexican', 'Restaurants']",,Filiberto's Mexican Food,False,,,False,3,AZ,,,False,,"3433 W Camelback Rd
Phoenix, AZ 85017",,,,True,Phoenix,2.5,business,33.5092158,,-112.1338429,,False,,,[]
705,False,False,none,True,8SoWH_iOdZD1OvebCwJUbg,False,"['American (Traditional)', 'Diners', 'Restaurants']",True,Denny's,False,1.0,True,False,24,AZ,True,False,False,True,"3456 W Bethany Home
Phoenix, AZ 85017",False,False,False,True,Phoenix,2.5,business,33.524340574,False,-112.133794855,True,False,casual,True,[]
706,False,,,,__CQhr0M-OpKdu0DXgGcaQ,False,"['Mexican', 'Restaurants']",,Sylvia's La Canasta,,,False,,4,AZ,True,False,,True,"3824 W Indian School Rd
Phoenix, AZ 85019",False,False,False,True,Phoenix,2.5,business,33.4952465,False,-112.1410799,True,,,True,[]
707,,False,,False,KSKlspZY6FqTuYZvNbkecQ,,"['Mexican', 'Restaurants']",False,La Huasteca Mexican Foods,False,1.0,,False,4,AZ,True,,False,True,"3517 W Camelback Road
Phoenix, AZ 85019",,False,False,True,Phoenix,2.5,business,33.5091908,,-112.1349172,True,False,casual,True,[]
708,False,False,none,False,O4E5IXT6zVJ3VpbYHqxRug,False,"['Italian', 'Pizza', 'Salad', 'Restaurants']",False,Pizza Mia,False,1.0,False,False,31,AZ,True,False,False,True,"6005 N 43rd Ave
Phoenix, AZ 85019",False,False,True,True,Phoenix,4.0,business,33.5243739707,False,-112.149998081,True,False,casual,True,[]
709,False,True,none,False,3ed5LXW0Tqdhxdl8V6NPvw,False,"['Pizza', 'Restaurants']",True,Streets of New York,False,1.0,False,False,3,AZ,True,True,False,True,"4229 W Bethany Home Rd
Phoenix, AZ 85019",False,False,True,False,Phoenix,4.0,business,33.5236136,True,-112.1501933,True,False,casual,True,[]
710,False,False,full_bar,True,u1szzmBt9M5s86s446watA,False,"['Korean', 'Sushi Bars', 'Restaurants']",True,Table Top Grill And Sushi,False,2.0,False,False,11,AZ,True,True,False,True,"4211 W Bethany Home Rd
Phoenix, AZ 85019",False,True,False,False,Phoenix,4.0,business,33.5239046,True,-112.1493903,True,False,casual,True,[]
711,False,,none,False,gF5zLXzjQ0hqli5Xn3Pccw,False,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']",,Pizza Hut,False,2.0,False,False,8,AZ,True,False,False,True,"3602 W Camelback Rd
Phoenix, AZ 85019",False,False,True,True,Phoenix,2.5,business,33.5097421,False,-112.1365527,False,False,casual,False,[]
712,False,False,none,False,lykHOB7mmtC05NzlhyvbpA,False,"['Sandwiches', 'Pizza', 'Chicken Wings', 'Restaurants']",False,Domino's Pizza,False,2.0,False,False,11,AZ,True,True,False,True,"1945 W Dunlap Ave
#205
Phoenix, AZ 85021",False,False,True,True,Phoenix,3.0,business,33.5667425,True,-112.1025362,True,False,casual,True,[]
713,False,True,none,True,CAhyiTcoGeAqaP018FX0cQ,False,"['Food', 'Breakfast & Brunch', 'Bagels', 'Delis', 'Restaurants']",False,Einstein Bros Bagels,False,1.0,True,False,20,AZ,True,False,False,True,"1820 W Northern Ave
Phoenix, AZ 85021",False,False,False,True,Phoenix,3.0,business,33.553848,False,-112.098188,True,False,casual,True,[]
714,False,False,beer_and_wine,False,PVO1QrMnmRXNoyITgt3o4g,False,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']",True,Pizza Hut,False,2.0,False,False,5,AZ,True,False,False,True,"8052 N. 19th Ave.
#14
Phoenix, AZ 85021",False,False,True,True,Phoenix,4.0,business,33.5551465,False,-112.1005889,True,False,casual,False,[]
715,False,False,none,False,YaB2hKgWUaqAWnCA6YWD7g,False,"['Fast Food', 'Mexican', 'Restaurants']",False,El Pollo Loco,False,1.0,False,False,11,AZ,True,True,False,True,"2410 W Northern Ave
Phoenix, AZ 85021",False,False,False,True,Phoenix,3.0,business,33.553485,False,-112.110289,True,False,casual,True,[]
716,False,False,none,False,K28O8R76bJFUt57ScN46Mw,False,"['Greek', 'Mediterranean', 'Restaurants']",False,Athen's Gyros & Pasta,False,1.0,False,False,25,AZ,True,True,False,True,"2340 W Northern Ave
Phoenix, AZ 85021",False,False,False,True,Phoenix,4.0,business,33.5531353,False,-112.1091775,True,False,casual,True,[]
717,False,False,beer_and_wine,True,XIeteOw2pKgLiOP6_VzWzA,False,"['Mexican', 'Restaurants']",True,La Oaxaquena Mexican Restaurant,False,1.0,False,False,13,AZ,True,True,False,True,"10430 N 19th Ave
Ste 7
Phoenix, AZ 85021",False,False,True,True,Phoenix,4.0,business,33.5811868,False,-112.1001749,True,False,casual,True,[]
718,False,True,full_bar,False,_-TRcD1fi3Eq6U0tEb6Qnw,False,"['Steakhouses', 'Restaurants']",True,Lone Star Steakhouse & Saloon,False,2.0,False,False,6,AZ,True,False,False,True,"10004 N 26th Dr
Phoenix, AZ 85021",False,True,False,False,Phoenix,3.0,business,33.5768931,True,-112.1161256,True,False,casual,True,[]
719,,,,False,lSmzpTl9XT2MdgKA9GcNjg,,"['Chinese', 'Restaurants']",True,Silver Dragon Chinese Restaurant,False,2.0,,False,3,AZ,True,,False,True,"8946 N 19th Ave
Phoenix, AZ 85021",,,,False,Phoenix,4.0,business,33.566809,,-112.100097,,False,casual,True,[]
720,False,False,none,True,XQM004tccGb-zLz4huUKQg,False,"['Sandwiches', 'Restaurants']",False,Underwraps Cafe,False,1.0,False,False,3,AZ,True,False,False,True,"1957 W Dunlap Ave
Phoenix, AZ 85021",False,False,True,False,Phoenix,3.5,business,33.5671067,False,-112.1027189,True,False,casual,True,[]
721,,False,none,True,KqYY2rwD8ymjU9mVJwiuRQ,,"['Chinese', 'Restaurants']",False,Panda Gourmet,False,,,False,6,AZ,True,,False,True,"9020 N 19th Ave
Phoenix, AZ 85021",,False,True,False,Phoenix,4.0,business,33.5682459,,-112.100125,True,False,casual,,[]
722,False,False,none,True,NQhPkGeHiljeg7tXPTHJeA,False,"['Vegetarian', 'Buffets', 'Salad', 'Restaurants']",False,Sweet Tomatoes,False,2.0,False,False,57,AZ,True,True,False,True,"10046 North 26th Drive
Phoenix, AZ 85021",False,False,False,True,Phoenix,3.5,business,33.577953,False,-112.116157,True,False,casual,True,[]
723,False,False,none,True,_7OvxfAje3XDZuSzguF6iA,False,"['Breakfast & Brunch', 'Restaurants']",True,Eye Opener Family Restaurant,False,1.0,True,False,31,AZ,True,False,False,True,"524 W Hatcher Rd
Phoenix, AZ 85021",False,False,False,False,Phoenix,3.5,business,33.571608,False,-112.081336,True,False,casual,True,[]
724,False,False,none,False,jNyjPyaGJVoaUuyQzWgILg,False,"['Fast Food', 'Sandwiches', 'Restaurants']",False,Subway,False,1.0,False,False,5,AZ,True,False,False,True,"1945 W Dunlap Ave
Ste 7
Phoenix, AZ 85021",False,False,False,True,Phoenix,3.5,business,33.5667425,False,-112.1025362,True,False,casual,True,[]
725,False,False,none,True,2to5b5taseO9zZ9tnQqhlw,False,"['Greek', 'Mediterranean', 'Restaurants']",False,Gyro's House,False,1.0,False,False,60,AZ,True,True,False,True,"1810 W Northern Ave
Ste 2A
Phoenix, AZ 85021",False,False,False,True,Phoenix,3.5,business,33.553457,False,-112.098337,True,False,casual,True,[]
726,False,False,full_bar,True,ZShuQrMfLOmnUQbLP3dwpw,False,"['Mexican', 'Restaurants']",True,Los Compadres,False,1.0,False,False,37,AZ,True,True,False,True,"2350 W Northern Ave
Phoenix, AZ 85021",False,True,False,True,Phoenix,3.0,business,33.5531369,False,-112.1093066,True,False,casual,True,[]
727,False,False,none,False,tnHvCJ6kYQ1droyl_6Tg4Q,False,"['Burgers', 'Restaurants']",False,Burger King,False,1.0,False,False,6,AZ,True,False,False,True,"2318 W Northern Ave
Phoenix, AZ 85021",False,False,False,True,Phoenix,1.5,business,33.553619,False,-112.109215,True,False,casual,True,[]
728,False,False,full_bar,False,qNpNPI-f2Y2eg364-V0deQ,False,"['Vietnamese', 'Restaurants']",True,Tu DO Restaurant,False,1.0,False,False,7,AZ,True,False,False,True,"7828 N 19th Ave
Ste 6
Phoenix, AZ 85021",False,False,False,False,Phoenix,2.0,business,33.551961,False,-112.100102,True,False,casual,True,[]
729,False,False,beer_and_wine,True,Jj7bcQ6NDfKoz4TXwvYfMg,False,"['Burgers', 'American (Traditional)', 'Restaurants']",False,Fuddruckers,False,2.0,False,False,46,AZ,True,True,False,True,"8941 North Black Canyon Hwy.
Phoenix, AZ 85021",False,False,False,True,Phoenix,3.5,business,33.566989,False,-112.116243,True,False,casual,True,[]
730,False,True,none,False,snAVeziqOvetlqrHPLJV9A,True,"['Burgers', 'Fast Food', 'Restaurants']",,Sonic Drive-In,False,1.0,False,False,6,AZ,True,False,False,True,"9606 N 19th Ave
Phoenix, AZ 85021",False,False,False,True,Phoenix,3.0,business,33.5732358,False,-112.1001069,True,False,casual,True,[]
731,False,True,full_bar,True,TgxDGx7L_JICWbuBUCGVqw,False,"['Mexican', 'Tex-Mex', 'Restaurants']",True,Fajitas A Sizzlin Celebration,False,2.0,False,False,168,AZ,True,False,False,True,"9841 N Black Canyon Hwy
Phoenix, AZ 85021",False,False,False,True,Phoenix,3.5,business,33.5764031,True,-112.1162617,True,False,casual,True,[]
732,False,True,none,False,4780MrclJEFGp8MDf9_U2g,False,"['Mexican', 'Restaurants']",False,Big Burrito Mexican Food,False,1.0,False,False,3,AZ,True,False,False,True,"1919 W Dunlap Ave
Phoenix, AZ 85021",False,False,False,False,Phoenix,4.5,business,33.5675973,False,-112.1007214,True,False,casual,True,[]
733,False,False,full_bar,True,kJ2aJFIJIK_Hnr8aj043kw,False,"['Steakhouses', 'Restaurants']",True,Outback Steakhouse,False,2.0,False,False,64,AZ,True,False,False,True,"9801 N Black Canyon Hwy
Phoenix, AZ 85021",False,True,False,True,Phoenix,3.5,business,33.5752011,True,-112.116193,True,False,casual,True,[]
734,False,False,beer_and_wine,True,Bui7TEFaPwuZtW5QQg2oFQ,False,"['Sushi Bars', 'Japanese', 'Restaurants']",True,Sushi Q,False,2.0,False,False,53,AZ,True,False,False,True,"8841 N 19th Ave
Phoenix, AZ 85021",False,True,False,True,Phoenix,3.5,business,33.5657923,True,-112.0991561,True,False,casual,True,[]
735,False,False,none,True,E_wJCQ9L_0w5tJyrvr0lJQ,False,"['Breakfast & Brunch', 'Cafes', 'American (Traditional)', 'Restaurants']",True,First Watch,False,1.0,True,False,111,AZ,True,False,False,True,"9645 N Black Canyon Hwy
Phoenix, AZ 85021",False,False,False,True,Phoenix,4.0,business,33.574046,False,-112.116641,True,False,casual,True,[]
736,False,False,none,True,a4wVLeSHNSHyGGbanNuCUg,False,"['Chinese', 'Restaurants']",False,Chen Wok Express,False,1.0,False,False,34,AZ,True,False,False,True,"8115 N 19th Ave
Phoenix, AZ 85021",False,False,True,True,Phoenix,3.0,business,33.5553217,True,-112.0991244,True,False,casual,True,[]
737,False,True,none,False,X_F-3w3Z1omxWpItnWDH9g,False,"['American (New)', 'Restaurants']",False,Let's DO Lunch,False,1.0,False,False,5,AZ,True,False,False,True,"2510 W Dunlap Ave
Ste 160
Phoenix, AZ 85021",False,False,True,True,Phoenix,3.0,business,33.5698075,False,-112.1135547,False,False,casual,False,[]
738,False,,,,uB_d4EZ6Jv1smugIhlIYhw,False,"['Sandwiches', 'Restaurants']",,Blimpie,,1.0,False,,4,AZ,True,False,,True,"2601 West Dunlap Ave
Ste 1
Phoenix, AZ 85021",False,False,False,True,Phoenix,2.5,business,33.5671868,False,-112.1151852,True,,casual,True,[]
739,False,False,none,True,PSAK5sUss8yiN7Q_72Zlxw,False,"['American (Traditional)', 'Comfort Food', 'Barbeque', 'Restaurants']",True,Boston Market,False,2.0,False,False,15,AZ,True,True,False,True,"8001 N 19th Ave
Phoenix, AZ 85021",False,False,False,True,Phoenix,3.0,business,33.553471,False,-112.099212,True,False,casual,True,[]
740,False,False,full_bar,True,oiLe3lqMFaZtsSpRuIUChw,False,"['Mexican', 'Restaurants']",True,Las Glorias Grill,False,2.0,False,False,119,AZ,True,False,False,True,"7835 N 19th Ave
Phoenix, AZ 85021",False,False,False,True,Phoenix,4.0,business,33.5524748,True,-112.0990906,True,False,casual,True,[]
741,False,False,beer_and_wine,True,lPAHpSIc2MvY06bWxrFRiw,False,"['Burgers', 'Pizza', 'Chicken Wings', 'Restaurants']",False,SteakenBurger / Long Wongs Wings,False,1.0,False,False,70,AZ,True,True,False,True,"1961 W Dunlap Ave
Phoenix, AZ 85021",False,False,True,False,Phoenix,3.5,business,33.5672292,False,-112.1034416,True,False,casual,True,[]
742,False,False,none,True,5X9iW2qF5ecY78v35b5iWQ,False,"['Breakfast & Brunch', 'Diners', 'Restaurants']",True,Denny's Restaurant,False,1.0,True,False,5,AZ,True,False,False,True,"2360 W Northern Ave
Phoenix, AZ 85021",False,False,False,False,Phoenix,2.0,business,33.553663,False,-112.109708,True,False,casual,True,[]
743,False,False,,False,-0bUDim5OGuv8R0Qqq6J4A,False,"['Bakeries', 'Food', 'Breakfast & Brunch', 'Restaurants']",True,IHOP,False,1.0,False,False,8,AZ,True,False,False,True,"7023 N 19th Ave
Phoenix, AZ 85021",False,False,False,False,Phoenix,2.0,business,33.5396894,False,-112.0991833,True,False,casual,True,[]
744,False,True,none,False,xWzKjBBAGxq-nbXzTYikyw,False,['Restaurants'],False,Alfredo's Deli,False,1.0,False,False,5,AZ,False,False,False,True,"905 W Hatcher Road
Phoenix, AZ 85021",False,False,False,True,Phoenix,4.0,business,33.5710245,False,-112.0847,True,False,casual,True,[]
745,False,True,full_bar,True,5EWVJZd9cSAMwkrwgOFd6Q,False,"['Mexican', 'Restaurants']",True,El Gran Taco,False,1.0,True,False,8,AZ,True,True,False,True,"722 W Hatcher Rd
Phoenix, AZ 85021",False,False,False,False,Phoenix,4.0,business,33.5716933,False,-112.083509,True,False,casual,True,[]
746,False,False,none,False,0EBR4wDqtkbMC-wghpctEg,False,"['Japanese', 'Restaurants']",False,Samurai Sam's,False,1.0,False,False,19,AZ,True,True,False,True,"550 West Bell Road #102
Phoenix, AZ 85023",False,False,False,True,Phoenix,3.0,business,33.6407079,False,-112.0812903,True,False,casual,True,[]
747,False,False,none,False,7fJgNpljbi1d7wjdsPcPcw,False,"['Burgers', 'Fast Food', 'Salad', 'Restaurants']",False,Wendy's,False,1.0,True,False,12,AZ,True,True,False,True,"2640 W Thunderbird Rd
Phoenix, AZ 85023",False,False,False,True,Phoenix,2.5,business,33.6114106,True,-112.1129647,True,False,casual,True,[]
748,False,False,none,False,rr44srj5pxejML-W1Wx0IA,False,"['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants']",False,Taco Bell,False,1.0,False,False,13,AZ,True,True,False,True,"419 West Bell Road
Phoenix, AZ 85023",False,False,False,True,Phoenix,2.5,business,33.63994,False,-112.08032,True,False,casual,True,[]
749,False,True,none,True,ff_QnODW0vqNWZPSTVQTsQ,False,"['Fast Food', 'Restaurants']",False,Goodcents Subs & Pastas,False,1.0,False,False,35,AZ,True,True,False,True,"18413 N 19th Ave
Phoenix, AZ 85023",False,False,True,True,Phoenix,4.0,business,33.6532509,False,-112.0993786,True,False,casual,True,[]
750,,,,,HRjDpeJOL02ZqwrYgtHV_A,,"['Mexican', 'Restaurants']",,Mercado Y Carniceria Sepulved A,,2.0,,,10,AZ,True,,,,"1741 W Bell Rd
Phoenix, AZ 85023",,False,False,True,Phoenix,3.5,business,33.6400515,,-112.0974932,True,,casual,False,[]
751,False,False,none,True,pa_Ft6pLLWo-w_iopBsu0g,False,"['Fast Food', 'Chinese', 'Restaurants']",False,Golden Panda,False,1.0,False,False,6,AZ,True,True,False,True,"13849 N 19th Ave
Phoenix, AZ 85023",False,False,True,True,Phoenix,4.0,business,33.612328,True,-112.0992761,True,False,casual,True,[]
752,False,True,full_bar,True,HmieoxfEuZT91ojxluadZg,False,"['Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']",True,Shenanigans Bar & Grill,False,1.0,False,False,28,AZ,True,False,False,True,"2244 W Bell Rd
Phoenix, AZ 85023",False,False,False,True,Phoenix,3.5,business,33.6408134,False,-112.1080154,False,False,casual,True,[]
753,False,False,none,False,6dBsmlgIZhpYG4OL6J5mWA,False,"['Pizza', 'Restaurants']",False,Amelios Pizza & More,False,1.0,False,False,30,AZ,True,True,False,True,"1726 W Bell Rd
Phoenix, AZ 85023",False,False,True,True,Phoenix,2.5,business,33.6403155,True,-112.0966147,True,False,casual,False,[]
754,False,True,beer_and_wine,True,scr5gHaPC_36GtaCxmJEHA,False,"['Food', 'Mexican', 'Restaurants']",False,Caramba Fresh Mexican Food,False,1.0,False,False,74,AZ,True,True,False,True,"2340 W Bell Rd
Phoenix, AZ 85023",False,False,False,True,Phoenix,3.5,business,33.6403418,False,-112.1106724,True,False,casual,True,[]
755,False,True,full_bar,True,0_3hrGrrP-J5eeHRwQfZ6w,False,"['Mexican', 'Restaurants']",True,Macayo's Mexican Kitchen,False,2.0,False,False,45,AZ,True,True,False,True,"1909 W Thunderbird Rd
Phoenix, AZ 85023",False,True,False,False,Phoenix,3.0,business,33.6107116,True,-112.1006458,True,False,casual,True,[]
756,False,False,beer_and_wine,True,HAMKYsgtJ6fEBUZzTMhZwA,False,"['Italian', 'Pizza', 'Restaurants']",False,Barro's Pizza,False,1.0,False,False,62,AZ,True,True,False,True,"2510 W Thunderbird Rd
Ste 6
Phoenix, AZ 85023",False,False,True,True,Phoenix,4.0,business,33.6117852,False,-112.1105198,True,False,casual,True,[]
757,False,True,none,,za5sHh-jpdMtQEmmV8gbnw,False,"['Burgers', 'Fast Food', 'Restaurants']",False,McDonald's,,1.0,False,,11,AZ,True,False,,True,"1851 W Bell Rd
Phoenix, AZ 85023",False,False,False,True,Phoenix,1.5,business,33.639727,False,-112.099224,True,,casual,False,[]
758,,,,,tEvGNTPLV01OiUt_SKn2Ww,,"['Fast Food', 'Restaurants']",,Jack-In-the Box Drive Thru,,1.0,,,11,AZ,True,,,True,"1802 W Bell Rd
Phoenix, AZ 85023",,False,False,True,Phoenix,2.5,business,33.640581,,-112.0978148,True,,casual,True,[]
759,False,True,none,True,uMO2dbCPPXNlifLqmDcVhQ,False,"['Burgers', 'Restaurants']",False,Burger Mania,False,1.0,False,False,43,AZ,True,True,False,True,"2302 W Bell Rd
Phoenix, AZ 85023",False,False,False,True,Phoenix,3.5,business,33.640453,False,-112.108785,True,False,casual,True,[]
760,False,True,,False,XBpxFy0h7KE-GtKuCX2JQw,False,"['American (Traditional)', 'Fast Food', 'Restaurants']",True,Sonic Drive-In,False,1.0,False,False,7,AZ,True,True,False,True,"17238 N 19th Ave
Phoenix, AZ 85023",False,False,False,True,Phoenix,3.0,business,33.6426268,False,-112.1003364,True,False,casual,False,[]
761,False,False,none,False,lHFsO4nIwwgjC_oQYqfAPg,False,"['Mexican', 'Restaurants']",False,Ramiro's Mexican Food,False,1.0,False,False,18,AZ,True,False,False,True,"1618 W Bell Road
Phoenix, AZ 85023",False,False,False,True,Phoenix,4.0,business,33.6402587,False,-112.0936145,True,False,casual,True,[]
762,False,False,none,True,nY2QBNMEfT3j68j-DHOGyg,False,"['Burgers', 'American (Traditional)', 'Restaurants']",True,Waffle House,False,1.0,True,False,50,AZ,True,False,False,True,"2516 W Bell Rd
Phoenix, AZ 85023",False,False,False,True,Phoenix,3.5,business,33.6406079,False,-112.1127478,True,False,casual,True,[]
763,False,False,beer_and_wine,True,3fNGtIfuHwt0-DD9SSjO6Q,False,"['Buffets', 'Chinese', 'Restaurants']",True,China Garden Restaurant,False,1.0,False,False,26,AZ,True,True,False,True,"17201 N 19th Ave
Phoenix, AZ 85023",False,False,False,False,Phoenix,3.5,business,33.6419655,False,-112.0996988,True,False,casual,True,[]
764,False,False,full_bar,True,I7IfnWW1nXljC4ZGqwPe-w,False,"['Mexican', 'Restaurants']",True,Manuel's Mexican Restaurant,False,2.0,False,False,129,AZ,True,True,False,True,"1111 W Bell Rd
Phoenix, AZ 85023",False,True,False,True,Phoenix,4.0,business,33.6396215,False,-112.0877863,True,False,casual,True,[]
765,False,True,none,False,0MQ3inDAuiq43TN9hw_Rbw,False,"['American (Traditional)', 'Fast Food', 'Restaurants']",True,Sonic Drive-In,False,1.0,False,False,9,AZ,True,False,False,True,"3411 W Union Hills Dr
Phoenix, AZ 85027",False,False,False,True,Phoenix,3.5,business,33.6539661,False,-112.1323768,True,False,casual,True,[]
766,,False,,,vJPehU-xd1p_-L0O7IwTjQ,,"['Pizza', 'Restaurants']",,Little Caesar's Pizza,,1.0,,,10,AZ,True,,,True,"1929 W Union Hills Dr
Phoenix, AZ 85027",,False,False,True,Phoenix,2.5,business,33.654712,,-112.1007388,True,,casual,True,[]
767,False,False,none,False,EEC7t11ciQ6XUjkudRbYSg,False,"['Breakfast & Brunch', 'Restaurants']",True,Waffle House Restaurant,False,1.0,True,False,43,AZ,True,False,False,True,"2627 W Deer Valley Rd
Phoenix, AZ 85027",False,False,False,True,Phoenix,3.5,business,33.6834022,False,-112.1162896,True,False,casual,False,[]
768,False,True,beer_and_wine,True,lPtTXn7_VOwqypZs07j2nA,False,"['Pizza', 'Sandwiches', 'Restaurants']",False,Luna Pizza & Restaurant,False,1.0,False,False,15,AZ,True,True,False,True,"2805 W Agua Fria Fwy
Phoenix, AZ 85027",False,False,True,False,Phoenix,4.0,business,33.6675176,False,-112.1203859,True,False,casual,True,[]
769,False,False,none,True,3yMneVFhBePIBtCGdboc7Q,False,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']",False,Sardella's Pizza & Wings,False,1.0,False,False,63,AZ,True,True,False,True,"18631 N 19th Ave
Phoenix, AZ 85027",False,False,True,True,Phoenix,4.0,business,33.65596,False,-112.098494,True,False,casual,True,[]
770,False,False,none,False,9Y5kXneSwv-l-8TODZWQAQ,True,"['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants']",False,Taco Bell,False,1.0,False,False,20,AZ,True,False,False,True,"1909 West Deer Valley Rd
Phoenix, AZ 85027",False,False,False,True,Phoenix,4.0,business,33.683674,False,-112.100217,True,False,casual,True,[]
771,False,True,full_bar,True,fmpEjlZhFlMHaGmsKJlUTg,False,"['Nightlife', 'Seafood', 'American (Traditional)', 'Bars', 'Restaurants']",True,The Other Q Bar and Grill,False,2.0,False,False,43,AZ,True,False,False,True,"20818 N 19th Ave
Phoenix, AZ 85027",False,False,False,True,Phoenix,3.0,business,33.6756028,True,-112.1004297,False,False,casual,True,[]
772,False,False,,False,MQjBx1iVmIz6uI9T0DIkKw,False,"['Delis', 'Sandwiches', 'Salad', 'Restaurants']",False,Charley's Grilled Subs,False,2.0,False,False,15,AZ,True,False,False,True,"3013 W Agua Fria Fwy
Ste 3
Phoenix, AZ 85027",False,False,False,True,Phoenix,3.0,business,33.6666993,False,-112.1236355,True,False,casual,True,[]
773,False,True,beer_and_wine,,FG7Js2aMD6NtMMRI0C8Arw,False,"['Mexican', 'Restaurants']",False,Rubio's Fresh Mexican Grill,,2.0,False,,16,AZ,True,True,,True,"3009 West Agua Fria Fwy.
Phoenix, AZ 85027",False,False,False,False,Phoenix,3.5,business,33.6666997,True,-112.1233078,True,,casual,True,[]
774,False,False,none,False,LSoRoX3DDsX8YgqTQpQuTQ,False,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']",False,Pizza Hut,False,1.0,False,False,7,AZ,True,True,False,True,"20206 North 27th Ave
Ste B
Phoenix, AZ 85027",False,False,True,True,Phoenix,2.5,business,33.6702654,False,-112.1181065,True,False,casual,True,[]
775,False,True,none,False,6Q_WeP3JxYoFciwcjMStWw,False,"['Japanese', 'Restaurants']",True,Samurai Sam's,False,1.0,False,False,18,AZ,True,False,False,True,"3013 W Agua Fria Fwy
Ste 1
Phoenix, AZ 85027",False,False,False,True,Phoenix,3.5,business,33.6666993,False,-112.1236355,True,False,casual,False,[]
776,False,False,full_bar,True,hnOGdF42m6Cwuuh5iuaXbA,False,"['Restaurants', 'Italian']",True,Romano's Macaroni Grill,False,2.0,False,False,80,AZ,True,True,False,True,"2949 W. Agua Fria Fwy
Phoenix, AZ 85027",False,True,False,True,Phoenix,2.5,business,33.6676414,False,-112.1222972,True,False,casual,True,[]
